date,close,volume,open,high,low
12/29/16,116.35,9925082.00,117.00,117.53,116.06
12/28/16,116.92,11985740.00,118.19,118.25,116.65
12/27/16,118.01,12034590.00,116.96,118.68,116.86
12/23/16,117.27,10885030.00,117.00,117.56,116.30
12/22/16,117.40,16226770.00,118.86,118.99,116.93
12/21/16,119.04,10747610.00,118.92,119.20,118.48
12/20/16,119.09,13673570.00,119.50,119.77,118.80
12/19/16,119.24,15871360.00,119.85,120.36,118.51
12/16/16,119.87,25316220.00,120.90,121.50,119.27
12/15/16,120.57,20113550.00,120.08,122.50,119.63
12/14/16,120.21,25890630.00,120.00,121.69,118.85
12/13/16,120.31,29568990.00,117.86,121.52,117.61
12/12/16,117.77,17782470.00,119.22,119.24,117.65
12/09/16,119.68,17452710.00,119.22,119.94,118.95
12/08/16,118.91,22427310.00,117.98,119.50,117.64
12/07/16,117.95,21891800.00,117.00,117.95,116.57
12/06/16,117.31,19089060.00,117.69,117.80,116.33
12/05/16,117.43,20123920.00,115.95,117.57,115.07
12/02/16,115.40,25050450.00,115.11,116.48,114.30
12/01/16,115.10,43231480.00,118.38,118.45,114.00
11/30/16,118.42,30135230.00,120.32,121.79,117.95
11/29/16,120.87,18871130.00,120.57,122.10,120.40
11/28/16,120.41,18081770.00,120.12,121.69,119.82
11/25/16,120.38,8658605.00,121.01,121.14,120.07
11/23/16,120.84,15646580.00,121.23,121.31,119.94
11/22/16,121.47,26006340.00,122.40,122.98,120.90
11/21/16,121.77,35359460.00,118.20,121.95,117.80
11/18/16,117.02,22768330.00,118.39,119.13,116.84
11/17/16,117.79,18570820.00,116.81,117.79,116.01
11/16/16,116.34,32358800.00,114.48,117.88,114.21
11/15/16,117.20,34629110.00,116.73,118.49,115.83
11/14/16,115.08,51315610.00,119.13,119.13,113.55
11/11/16,119.02,32814370.00,119.53,120.70,118.15
11/10/16,120.80,67808300.00,123.93,124.18,115.27
11/09/16,123.18,31883790.00,121.50,123.81,120.51
11/08/16,124.22,19391790.00,122.03,124.61,121.54
11/07/16,122.15,22957100.00,122.83,123.21,121.35
11/04/16,120.75,30468330.00,119.59,121.93,119.25
11/03/16,120.00,63660540.00,122.00,123.28,119.50
11/02/16,127.17,43895660.00,130.23,130.23,126.28
11/01/16,129.50,21974210.00,131.41,131.94,128.65
10/31/16,130.99,15649280.00,132.01,132.12,130.88
10/28/16,131.29,24500920.00,130.50,132.97,129.93
10/27/16,129.69,16628680.00,131.74,131.80,129.27
10/26/16,131.04,13066210.00,131.64,132.26,130.94
10/25/16,132.29,13307700.00,133.50,133.50,132.22
10/24/16,133.28,17420290.00,132.72,133.41,132.15
10/21/16,132.07,18983740.00,129.78,132.13,129.70
10/20/16,130.00,13148980.00,130.07,130.66,129.50
10/19/16,130.11,16723000.00,128.74,130.47,128.60
10/18/16,128.57,13487280.00,128.68,129.39,128.01
10/17/16,127.54,11317650.00,128.20,128.47,127.32
10/14/16,127.88,13335970.00,128.49,128.95,127.58
10/13/16,127.82,17106910.00,128.21,128.25,126.75
10/12/16,129.05,11043240.00,129.01,129.66,128.46
10/11/16,128.88,17508530.00,130.23,130.64,128.23
10/10/16,130.24,15113560.00,129.68,130.70,129.20
10/07/16,128.99,12800360.00,129.04,129.25,128.33
10/06/16,128.74,11673340.00,128.43,129.06,128.08
10/05/16,128.47,12354920.00,128.25,128.80,127.83
10/04/16,128.19,14294610.00,129.17,129.28,127.55
10/03/16,128.77,13134510.00,128.38,129.09,127.80
09/30/16,128.27,18392040.00,128.03,128.59,127.45
09/29/16,128.09,14489880.00,129.18,129.29,127.55
09/28/16,129.23,12035720.00,129.21,129.47,128.40
09/27/16,128.69,15600130.00,127.61,129.01,127.43
09/26/16,127.31,15041370.00,127.37,128.16,126.80
09/23/16,127.96,28293920.00,127.56,128.60,127.30
09/22/16,130.08,15358850.00,130.50,130.73,129.56
09/21/16,129.94,14045780.00,129.13,130.01,128.39
09/20/16,128.64,11076150.00,128.65,129.17,128.03
09/19/16,128.65,14927990.00,129.91,129.94,128.26
09/16/16,129.07,24083560.00,128.20,129.18,128.20
09/15/16,128.35,15084660.00,127.98,129.10,127.67
09/14/16,127.77,15712050.00,126.89,128.80,126.89
09/13/16,127.21,17987510.00,128.03,128.35,126.66
09/12/16,128.69,21159830.00,125.96,128.76,125.75
09/09/16,127.10,26963940.00,129.71,129.95,127.10
09/08/16,130.27,15655250.00,130.92,131.08,129.81
09/07/16,131.05,27942000.00,130.04,131.98,129.95
09/06/16,129.73,26241480.00,126.67,129.94,126.47
09/02/16,126.51,12074470.00,126.85,126.86,126.00
09/01/16,126.17,13522260.00,126.38,126.63,125.60
08/31/16,126.12,14183190.00,125.60,126.22,125.10
08/30/16,125.84,17778300.00,126.60,126.60,125.15
08/29/16,126.54,15901270.00,124.35,126.73,124.35
08/26/16,124.96,17467840.00,124.05,125.19,123.91
08/25/16,123.89,10720680.00,123.12,124.37,123.10
08/24/16,123.48,12226720.00,124.47,124.69,123.09
08/23/16,124.37,13302050.00,124.51,125.09,124.25
08/22/16,124.15,14377070.00,123.33,124.83,123.11
08/19/16,123.56,11582430.00,123.60,124.16,123.28
08/18/16,123.91,12378280.00,124.01,124.26,123.64
08/17/16,124.37,13759700.00,123.66,124.38,122.85
08/16/16,123.30,14209580.00,123.50,123.92,122.78
08/15/16,123.90,19280400.00,124.91,124.92,123.70
08/12/16,124.88,12146150.00,124.70,125.00,124.18
08/11/16,124.90,11708610.00,125.20,125.38,124.75
08/10/16,124.88,10645370.00,125.07,125.48,124.54
08/09/16,125.06,19587330.00,125.34,126.09,124.53
08/08/16,125.26,15216950.00,125.25,125.45,124.55
08/05/16,125.15,20144810.00,124.98,125.84,124.62
08/04/16,124.36,21052200.00,122.94,124.79,122.51
08/03/16,122.51,18479970.00,123.09,123.92,122.31
08/02/16,123.09,23919790.00,124.06,124.80,122.07
08/01/16,124.31,24986020.00,123.85,124.58,122.86
07/29/16,123.94,34943890.00,124.65,125.84,123.71
07/28/16,125.00,78673980.00,127.52,128.33,123.63
07/27/16,123.34,50218420.00,122.42,125.00,121.51
07/26/16,121.22,17417060.00,122.00,122.07,120.75
07/25/16,121.63,18453230.00,121.39,121.85,117.78
07/22/16,121.00,18363590.00,119.90,121.01,119.31
07/21/16,120.61,17787630.00,121.92,122.10,120.25
07/20/16,121.92,19991920.00,121.25,122.20,120.56
07/19/16,120.61,21502910.00,118.99,120.85,118.66
07/18/16,119.37,20816900.00,117.32,119.61,116.89
07/15/16,116.86,16601530.00,117.74,118.28,116.58
07/14/16,117.29,14554060.00,117.50,117.64,116.70
07/13/16,116.78,16180680.00,118.39,118.40,116.68
07/12/16,117.93,15084590.00,118.63,118.72,117.57
07/11/16,117.87,17613670.00,117.71,118.70,117.50
07/08/16,117.24,18117330.00,116.43,117.50,115.85
07/07/16,115.85,16612350.00,116.63,116.97,115.36
07/06/16,116.70,24318520.00,113.36,116.79,112.97
07/05/16,114.00,14206220.00,113.94,114.11,112.97
07/01/16,114.19,14955080.00,114.20,115.13,113.81
06/30/16,114.28,23159510.00,114.67,115.18,113.67
06/29/16,114.16,20935530.00,113.37,114.25,113.04
06/28/16,112.70,26772900.00,110.63,112.75,110.55
06/27/16,108.97,36172810.00,111.57,111.57,108.23
06/24/16,112.08,40555840.00,111.01,113.68,111.00
06/23/16,115.08,16096460.00,114.37,115.09,113.54
06/22/16,113.91,14811570.00,114.65,114.74,113.61
06/21/16,114.38,18997270.00,114.12,115.21,113.97
06/20/16,113.37,20746500.00,113.77,114.72,112.75
06/17/16,113.02,24410770.00,114.42,114.43,112.56
06/16/16,114.39,19207560.00,113.87,114.50,112.94
06/15/16,114.60,19789270.00,115.30,115.44,114.07
06/14/16,114.94,17573960.00,114.07,114.95,113.58
06/13/16,113.95,31675970.00,115.00,115.48,113.31
06/10/16,116.62,18474380.00,117.54,118.11,116.26
06/09/16,118.56,13842230.00,118.13,118.68,117.71
06/08/16,118.39,14493990.00,117.76,118.60,117.27
06/07/16,117.76,17069990.00,119.24,119.30,117.67
06/06/16,118.79,12721610.00,118.62,119.43,118.36
06/03/16,118.47,14115480.00,118.98,118.98,117.86
06/02/16,118.93,13216260.00,118.69,119.44,118.22
06/01/16,118.78,15003570.00,118.50,119.08,117.82
05/31/16,118.81,23526050.00,119.46,120.10,118.12
05/27/16,119.38,13476050.00,119.56,119.85,119.01
05/26/16,119.47,18437640.00,118.24,119.76,117.92
05/25/16,117.89,20026150.00,118.13,118.67,117.38
05/24/16,117.70,20156400.00,116.24,117.73,116.12
05/23/16,115.97,20409860.00,117.42,117.60,115.94
05/20/16,117.35,18893950.00,116.96,117.99,116.95
05/19/16,116.81,20510770.00,117.05,117.49,115.88
05/18/16,117.65,21596120.00,116.80,118.27,116.73
05/17/16,117.35,21296660.00,118.82,119.01,117.20
05/16/16,118.67,31188070.00,119.38,119.61,117.35
05/13/16,119.81,18077540.00,120.38,120.64,119.68
05/12/16,120.28,21649010.00,119.98,120.84,118.90
05/11/16,119.52,21976560.00,120.41,121.08,119.42
05/10/16,120.50,23127390.00,119.62,120.50,119.00
05/09/16,119.24,21097310.00,119.54,120.28,118.90
05/06/16,119.49,26362480.00,117.16,119.64,117.11
05/05/16,117.81,22032830.00,118.04,118.98,117.25
05/04/16,118.06,23414270.00,116.61,118.30,116.57
05/03/16,117.43,24087870.00,117.52,118.16,117.02
05/02/16,118.57,27789510.00,117.83,118.73,116.57
04/29/16,117.58,37106010.00,116.82,117.84,115.84
04/28/16,116.73,86913390.00,119.58,120.79,116.23
04/27/16,108.89,50504560.00,107.94,108.94,106.31
04/26/16,108.76,22393840.00,110.49,110.50,108.15
04/25/16,110.10,20997040.00,109.87,110.67,109.07
04/22/16,110.56,38397070.00,111.21,111.75,109.01
04/21/16,113.44,20711310.00,112.55,114.04,112.31
04/20/16,112.42,21020820.00,112.43,113.27,111.56
04/19/16,112.29,30177490.00,111.10,112.45,109.16
04/18/16,110.45,21127750.00,109.74,110.81,109.20
04/15/16,109.64,20793730.00,110.79,110.97,109.20
04/14/16,110.84,28439970.00,110.62,112.04,110.26
04/13/16,110.51,88165850.00,112.23,112.65,106.52
04/12/16,110.61,26190250.00,109.34,111.16,108.99
04/11/16,108.99,39707140.00,110.70,110.91,108.77
04/08/16,110.63,48467350.00,114.25,114.33,109.90
04/07/16,113.64,20683460.00,113.79,114.89,113.07
04/06/16,113.71,20794390.00,112.47,113.81,112.42
04/05/16,112.22,22779490.00,112.11,113.32,111.90
04/04/16,112.55,48418260.00,114.07,114.55,111.61
04/01/16,116.06,24751160.00,113.75,116.17,113.35
03/31/16,114.10,21171030.00,114.70,115.01,113.77
03/30/16,114.70,33196410.00,116.73,116.99,114.36
03/29/16,116.14,29789720.00,113.83,116.32,113.64
03/28/16,113.69,21332720.00,113.32,114.59,112.95
03/24/16,113.05,17157540.00,112.13,113.09,111.68
03/23/16,112.54,18546450.00,112.01,113.19,112.00
03/22/16,112.25,18989920.00,111.36,112.88,111.17
03/21/16,111.85,18430870.00,111.66,112.37,111.03
03/18/16,111.45,36265530.00,111.56,112.42,110.27
03/17/16,111.02,24215410.00,112.15,112.69,110.73
03/16/16,112.18,24696190.00,110.49,112.50,110.10
03/15/16,110.67,17596280.00,109.11,110.83,108.84
03/14/16,109.89,17240940.00,109.28,110.33,108.77
03/11/16,109.41,20667610.00,108.48,109.42,107.92
03/10/16,107.32,24835810.00,107.91,108.66,105.77
03/09/16,107.51,20458320.00,106.70,107.51,105.49
03/08/16,105.93,25582660.00,104.78,107.37,104.40
03/07/16,105.73,31487180.00,108.07,108.07,104.72
03/04/16,108.39,24908230.00,110.05,110.05,107.93
03/03/16,109.58,21337720.00,110.25,110.30,108.54
03/02/16,109.95,25656490.00,109.68,110.55,108.77
03/01/16,109.82,26743550.00,107.83,109.82,107.60
02/29/16,106.92,32739960.00,107.60,108.91,106.75
02/26/16,107.92,26658020.00,108.70,109.45,107.16
02/25/16,108.07,29862100.00,107.11,108.07,105.61
02/24/16,106.88,34313290.00,104.21,106.95,102.74
02/23/16,105.46,25279170.00,106.85,107.47,105.12
02/22/16,107.16,35675920.00,105.49,108.25,105.34
02/19/16,104.57,32385500.00,102.55,105.02,102.06
02/18/16,103.47,29543040.00,105.80,106.00,103.03
02/17/16,105.20,44009090.00,101.94,105.72,100.40
02/16/16,101.61,45604490.00,103.80,103.93,100.24
02/12/16,102.01,36158700.00,103.74,104.24,101.09
02/11/16,101.91,43598890.00,99.60,105.11,98.88
02/10/16,101.00,45044840.00,101.55,103.25,100.24
02/09/16,99.54,62616740.00,97.14,102.40,96.82
02/08/16,99.75,71119290.00,100.41,102.68,97.46
02/05/16,104.07,76801180.00,109.51,109.58,103.18
02/04/16,110.49,38784240.00,111.80,111.94,109.25
02/03/16,112.69,56867520.00,115.27,115.34,109.75
02/02/16,114.61,59704890.00,114.80,117.59,113.20
02/01/16,115.09,46025570.00,112.27,115.72,112.01
01/29/16,112.21,62660640.00,108.99,112.84,108.84
01/28/16,109.11,107251300.00,107.20,110.34,104.81
01/27/16,94.45,53505580.00,97.79,97.85,94.23
01/26/16,97.34,26749760.00,97.76,97.88,95.66
01/25/16,97.01,32382100.00,98.72,99.48,96.93
01/22/16,97.94,30371970.00,96.41,98.07,95.49
01/21/16,94.16,30479780.00,94.91,95.99,92.62
01/20/16,94.35,59015930.00,92.83,95.00,89.37
01/19/16,95.26,30840640.00,96.53,97.42,93.92
01/15/16,94.97,46068460.00,93.98,96.38,93.54
01/14/16,98.37,48617610.00,95.85,98.87,92.45
01/13/16,95.44,33297700.00,100.58,100.58,95.21
01/12/16,99.37,28301680.00,99.00,99.96,97.55
01/11/16,97.51,29896390.00,97.91,98.60,95.39
01/08/16,97.33,35351010.00,99.88,100.50,97.03
01/07/16,97.92,45038210.00,100.50,101.43,97.30
01/06/16,102.97,25046390.00,101.13,103.77,100.90
01/05/16,102.73,23238890.00,102.89,103.71,101.67
01/04/16,102.22,37846820.00,101.95,102.24,99.75
12/31/15,104.66,18382210.00,106.00,106.17,104.62
12/30/15,106.22,13103910.00,107.00,107.25,106.06
12/29/15,107.26,17149240.00,106.42,107.74,106.25
12/28/15,105.93,13045160.00,105.02,105.98,104.53
12/24/15,105.02,6512134.00,104.74,105.32,104.50
12/23/15,104.63,19571550.00,105.89,106.11,103.86
12/22/15,105.51,14584780.00,105.22,105.66,104.81
12/21/15,104.77,16105710.00,104.91,105.15,103.60
12/18/15,104.04,35810840.00,106.08,106.59,103.97
12/17/15,106.22,21580540.00,107.49,107.75,106.13
12/16/15,106.79,22095830.00,105.37,107.09,104.19
12/15/15,104.55,21697070.00,105.30,105.80,104.28
12/14/15,104.66,24693110.00,102.29,104.74,101.46
12/11/15,102.12,26357790.00,104.15,104.34,101.91
12/10/15,105.42,17435630.00,105.05,106.40,104.41
12/09/15,104.60,23468200.00,106.18,106.44,103.55
12/08/15,106.49,20376290.00,104.00,106.91,103.95
12/07/15,105.61,15447530.00,106.48,106.83,104.66
12/04/15,106.18,21212310.00,104.81,107.73,104.11
12/03/15,104.38,23193110.00,106.27,106.85,103.35
12/02/15,106.07,24334420.00,107.00,107.92,105.79
12/01/15,107.12,22743200.00,104.83,107.15,104.50
11/30/15,104.24,20055950.00,105.84,106.10,103.75
11/27/15,105.45,5913066.00,105.78,105.96,104.86
11/25/15,105.41,15140370.00,106.33,106.60,105.10
11/24/15,105.74,23512790.00,106.00,106.49,104.39
11/23/15,106.95,19740130.00,107.19,107.47,106.08
11/20/15,107.32,22102030.00,106.84,107.87,106.62
11/19/15,106.26,25492640.00,107.36,107.73,105.95
11/18/15,107.77,23797450.00,105.80,107.88,105.39
11/17/15,105.13,26774350.00,104.62,106.20,104.14
11/16/15,104.04,49256510.00,103.32,104.17,100.47
11/13/15,103.95,30161510.00,107.71,108.25,103.83
11/12/15,108.02,20852000.00,108.48,109.39,108.00
11/11/15,109.01,25023690.00,108.27,109.87,107.11
11/10/15,107.91,24999520.00,105.96,108.15,105.24
11/09/15,106.49,26354740.00,107.00,108.25,105.86
11/06/15,107.10,35046680.00,108.04,108.74,105.91
11/05/15,108.76,63142550.00,108.80,110.65,107.95
11/04/15,103.94,41832160.00,103.19,104.14,102.48
11/03/15,102.58,21178920.00,103.22,103.65,102.40
11/02/15,103.31,23972130.00,102.46,103.47,101.18
10/30/15,101.97,33436740.00,104.51,104.72,101.65
10/29/15,104.88,20157920.00,103.96,105.12,103.52
10/28/15,104.20,24053690.00,103.90,104.48,102.92
10/27/15,103.70,23741160.00,102.94,104.10,102.40
10/26/15,103.77,25912180.00,102.20,103.81,101.55
10/23/15,102.19,42754060.00,101.91,102.85,100.16
10/22/15,99.67,25971110.00,97.79,99.73,97.55
10/21/15,97.11,21971730.00,97.37,98.18,96.47
10/20/15,97.00,30824330.00,98.73,99.59,96.56
10/19/15,98.47,23605470.00,97.18,98.57,96.92
10/16/15,97.54,25370980.00,96.18,97.59,95.35
10/15/15,95.96,27499010.00,94.99,96.30,94.90
10/14/15,94.07,19197310.00,94.08,95.20,93.61
10/13/15,94.12,19406320.00,93.66,95.37,93.55
10/12/15,94.26,18396970.00,93.32,94.60,92.67
10/09/15,93.24,19979290.00,92.90,93.74,92.24
10/08/15,92.47,27237050.00,91.89,93.22,90.47
10/07/15,92.40,24094490.00,93.11,93.66,91.37
10/06/15,92.80,22459730.00,94.08,94.17,92.34
10/05/15,94.01,27258120.00,92.94,94.27,92.66
10/02/15,92.07,37672130.00,88.90,92.20,88.37
10/01/15,90.95,29219020.00,90.05,90.95,88.36
09/30/15,89.90,36113040.00,88.44,90.02,88.01
09/29/15,86.67,42212360.00,89.10,90.06,85.72
09/28/15,89.21,41060880.00,92.08,92.29,88.18
09/25/15,92.77,28910510.00,95.79,95.85,92.06
09/24/15,94.41,29037890.00,93.06,94.77,92.24
09/23/15,93.97,21672220.00,93.40,94.32,92.80
09/22/15,92.96,36834600.00,93.77,94.68,91.92
09/21/15,95.55,28760280.00,94.62,96.49,94.52
09/18/15,94.40,62232280.00,93.20,95.19,93.05
09/17/15,94.34,27716330.00,93.37,95.51,92.90
09/16/15,93.45,16265640.00,92.90,93.60,92.63
09/15/15,92.90,18820730.00,92.37,93.25,91.79
09/14/15,92.31,20108630.00,92.31,92.62,91.60
09/11/15,92.05,21102320.00,91.68,92.08,91.13
09/10/15,91.98,26392490.00,90.07,92.06,89.63
09/09/15,90.44,32482750.00,90.78,91.98,90.17
09/08/15,89.53,26935820.00,89.69,90.24,88.83
09/04/15,88.26,27277250.00,87.20,88.39,86.70
09/03/15,88.15,26954140.00,89.76,89.82,87.73
09/02/15,89.89,27010970.00,88.81,89.89,87.63
09/01/15,87.23,35958020.00,86.85,89.39,86.50
08/31/15,89.43,32771380.00,90.60,91.05,88.89
08/28/15,91.01,33174580.00,89.88,91.48,89.79
08/27/15,89.73,42290120.00,89.10,90.06,87.19
08/26/15,87.19,44994100.00,85.95,87.46,83.26
08/25/15,83.00,51860780.00,86.95,87.67,83.00
08/24/15,82.09,83487210.00,77.03,87.14,72.00
08/21/15,86.06,62473650.00,87.52,89.18,85.61
08/20/15,90.56,44415420.00,93.54,94.77,90.46
08/19/15,95.31,23176290.00,94.63,96.10,94.16
08/18/15,95.17,22222720.00,94.08,95.85,94.04
08/17/15,93.93,18284030.00,94.42,94.46,93.39
08/14/15,94.42,15904340.00,93.54,94.72,93.21
08/13/15,93.43,17398890.00,94.05,94.73,93.35
08/12/15,94.19,27075100.00,92.70,94.44,91.19
08/11/15,93.62,22244980.00,93.73,94.76,92.90
08/10/15,94.15,21461830.00,95.68,95.90,93.63
08/07/15,94.30,23141300.00,95.38,95.40,93.61
08/06/15,95.12,42205860.00,97.18,98.74,94.42
08/05/15,96.44,29718020.00,95.25,97.09,95.18
08/04/15,94.06,20050730.00,93.79,94.73,93.33
08/03/15,94.14,29262980.00,93.53,95.08,92.80
07/31/15,94.01,46386320.00,94.95,96.33,93.95
07/30/15,95.21,86021630.00,94.91,95.81,91.80
07/29/15,96.99,61383310.00,96.32,97.28,94.74
07/28/15,95.29,34826750.00,94.84,95.56,93.31
07/27/15,94.17,38428000.00,96.58,96.61,93.83
07/24/15,96.95,33351170.00,97.35,97.76,95.88
07/23/15,95.44,29281230.00,96.96,97.45,94.81
07/22/15,97.04,28196110.00,96.74,97.58,95.92
07/21/15,98.39,39163900.00,98.95,99.24,97.14
07/20/15,97.91,54786320.00,95.85,98.60,95.36
07/17/15,94.97,53767930.00,92.55,95.39,92.54
07/16/15,90.85,21417840.00,90.28,90.86,89.77
07/15/15,89.76,30818700.00,90.00,90.99,89.42
07/14/15,89.68,26568630.00,90.46,90.80,89.65
07/13/15,90.10,29682360.00,88.66,90.22,88.42
07/10/15,87.95,23191120.00,87.35,88.22,86.77
07/09/15,85.88,23237200.00,86.73,87.60,85.65
07/08/15,85.65,24351990.00,86.29,86.75,85.45
07/07/15,87.22,33023960.00,87.80,87.85,85.23
07/06/15,87.55,24592870.00,86.49,88.18,86.39
07/02/15,87.29,16875000.00,87.40,87.44,86.34
07/01/15,86.91,25198260.00,86.77,87.95,86.49
06/30/15,85.77,23195430.00,86.60,86.70,85.57
06/29/15,85.80,35869530.00,86.61,87.50,85.73
06/26/15,88.01,38185770.00,88.12,88.34,86.83
06/25/15,87.98,27245480.00,89.26,89.40,87.84
06/24/15,88.86,41337040.00,87.66,89.25,87.45
06/23/15,87.88,50336830.00,84.96,87.97,84.76
06/22/15,84.74,29076040.00,83.41,84.97,83.31
06/19/15,82.51,23337800.00,82.83,82.98,82.12
06/18/15,82.91,26726860.00,81.64,83.19,81.57
06/17/15,81.79,18326140.00,81.76,82.22,81.34
06/16/15,81.06,13673040.00,80.82,81.51,80.45
06/15/15,80.71,18782870.00,80.55,80.93,80.07
06/12/15,81.53,11403090.00,81.37,82.09,81.20
06/11/15,81.83,18619240.00,82.31,82.90,81.36
06/10/15,82.16,21485920.00,80.83,82.60,80.81
06/09/15,80.67,16443310.00,80.60,81.19,79.32
06/08/15,80.67,16882270.00,81.82,82.00,80.13
06/05/15,82.14,16087280.00,81.87,82.46,81.51
06/04/15,82.05,20825910.00,82.14,82.95,81.51
06/03/15,82.44,31633300.00,81.35,82.53,81.25
06/02/15,80.45,18900690.00,79.76,81.35,79.56
06/01/15,80.29,18106110.00,79.30,80.38,78.66
05/29/15,79.19,16111570.00,79.95,80.07,78.88
05/28/15,80.15,11974610.00,80.25,81.07,80.00
05/27/15,80.55,14132160.00,79.60,80.66,79.43
05/26/15,79.34,16271510.00,80.43,80.60,79.08
05/22/15,80.54,19547070.00,80.35,81.31,80.25
05/21/15,80.48,13376150.00,80.19,80.92,80.08
05/20/15,80.55,23024330.00,80.47,81.10,79.46
05/19/15,80.63,17943450.00,81.25,81.69,80.55
05/18/15,80.88,21560230.00,80.33,81.38,80.23
05/15/15,80.42,27029540.00,81.41,81.52,80.18
05/14/15,81.37,49376110.00,78.94,81.85,78.67
05/13/15,78.44,21485710.00,77.72,78.53,77.65
05/12/15,77.46,21249920.00,77.87,77.89,76.79
05/11/15,78.01,18826100.00,78.48,79.03,77.93
05/08/15,78.51,19921440.00,79.10,79.23,78.03
05/07/15,78.43,19727740.00,78.00,78.94,77.56
05/06/15,78.10,28610160.00,77.97,78.81,77.05
05/05/15,77.56,22243130.00,78.55,78.80,77.22
05/04/15,78.81,14664320.00,79.33,79.69,78.63
05/01/15,78.99,22811310.00,79.24,79.76,78.11
04/30/15,78.77,28924470.00,80.01,80.96,78.32
04/29/15,80.47,26400340.00,80.01,81.39,79.52
04/28/15,80.68,23724520.00,81.83,81.90,80.23
04/27/15,81.91,25401050.00,81.87,82.93,81.63
04/24/15,81.53,29617390.00,82.77,82.94,81.48
